277,low,med
278,v-high,low
279,low,med
280,low,med
281,v-high,low
282,v-high,low
283,low,med
284,low,med
285,high,med
286,med,high
287,low,med
288,med,high
289,high,med
290,med,high
291,low,med
292,med,high
293,low,med
294,v-high,low
295,low,med
296,v-high,low
297,low,med
298,low,med
299,high,med
300,low,med
301,v-high,low
302,v-high,low
303,med,high
304,med,high
305,low,med
306,high,med
307,v-high,low
308,low,med
309,med,high
310,med,high
311,high,med
312,med,high
313,med,high
314,med,high
315,low,med
316,high,med
317,low,med
318,low,med
319,v-high,low
320,high,med
321,low,med
322,low,med
323,med,high
324,high,med
325,med,high
326,med,high
327,v-high,low
328,low,med
329,high,med
330,high,med
331,high,med
332,low,med
333,med,high
334,low,med
335,v-high,low
336,med,high
337,v-high,low
338,v-high,low
339,med,high
340,med,high
341,low,med
342,v-high,low
343,high,med
344,low,med
345,low,med
346,high,med
347,high,med
348,low,med
349,med,high
350,low,med
351,low,med
352,low,med
353,low,med
354,v-high,low
355,low,med
356,med,high
357,low,med
358,high,med
359,high,med
360,high,med
361,low,med
362,low,med
363,high,med
364,med,high
365,high,med
366,v-high,low
367,v-high,low
368,v-high,low
369,low,med
370,med,high
371,low,med
372,low,med
373,low,med
374,high,med
375,v-high,low
376,v-high,low
377,high,med
378,v-high,low
379,v-high,low
380,med,high
381,high,med
382,low,med
383,med,high
384,low,med
385,low,med
386,high,med
387,v-high,low
388,v-high,low
389,high,med
390,high,med
391,high,med
392,med,high
393,med,high
394,high,med
395,v-high,low
396,high,med
397,med,high
398,low,med
399,med,high
400,low,med
401,low,med
402,med,high
403,high,med
404,v-high,low
405,med,high
406,med,high
407,low,med
408,low,med
409,med,high
410,low,med
411,v-high,low
412,med,high
413,med,high
414,high,med
415,med,high
416,med,high
417,low,med
418,low,med
419,v-high,low
420,high,med
421,v-high,low
422,low,med
423,med,high
424,low,med
425,med,high
426,high,med
427,high,med
428,med,high
429,low,med
430,v-high,low
431,low,med
432,high,med
433,low,med
434,med,high
435,v-high,low
436,high,med
437,med,high
438,v-high,low
439,v-high,low
440,v-high,low
441,low,med
442,v-high,low
443,med,high
444,v-high,low
445,v-high,low
446,low,med
447,low,med
448,low,med
449,low,med
450,low,med
451,med,high
452,med,high
453,low,med
454,low,med
455,med,high
456,high,med
457,low,med
458,low,med
459,low,med
460,low,med
461,high,med
462,high,med
463,low,med
464,v-high,low
465,v-high,low
466,high,med
467,med,high
468,v-high,low
469,high,med
470,low,med
471,low,med
472,low,med
473,v-high,low
474,v-high,low
475,high,med
476,v-high,low
477,high,med
478,low,med
479,v-high,low
480,low,med
481,high,med
482,med,high
483,v-high,low
484,v-high,low
485,v-high,low
486,low,med
487,med,high
488,high,med
489,med,high
490,med,high
491,high,med
492,low,med
493,v-high,low
494,high,med
495,low,med
496,med,high
497,med,high
498,med,high
499,high,med
500,v-high,low
501,med,high
502,low,med
503,high,med
504,med,high
505,med,high
506,med,high
507,low,med
508,med,high
509,med,high
510,high,med
511,high,med
512,med,high
513,low,med
514,v-high,low
515,v-high,low
516,v-high,low
517,med,high
518,med,high
519,v-high,low
520,med,high
521,low,med
522,high,med
523,low,med
524,low,med
525,med,high
526,v-high,low
527,high,med
528,v-high,low
529,high,med
530,low,med
531,high,med
532,med,high
533,low,med
534,v-high,low
535,med,high
536,med,high
537,med,high
538,med,high
539,low,med
540,v-high,low
541,low,med
542,v-high,low
543,high,med
544,v-high,low
545,low,med
546,v-high,low
547,low,med
548,high,med
549,v-high,low
550,med,high
551,low,med
552,med,high
553,v-high,low
554,v-high,low
555,med,high
556,v-high,low
557,high,med
558,med,high
559,high,med
560,high,med
561,high,med
562,low,med
563,v-high,low
564,med,high
565,v-high,low
566,high,med
567,low,med
568,med,high
569,low,med
570,med,high
571,low,med
572,v-high,low
573,med,high
574,high,med
575,low,med
576,high,med
577,low,med
578,v-high,low
579,v-high,low
580,med,high
581,high,med
582,low,med
583,med,high
584,v-high,low
585,high,med
586,med,high
587,low,med
588,high,med
589,med,high
590,med,high
591,low,med
592,high,med
593,low,med
594,high,med
595,v-high,low
596,med,high
597,high,med
598,low,med
599,v-high,low
600,med,high
601,v-high,low
602,med,high
603,med,high
604,high,med
605,med,high
606,low,med
607,low,med
608,med,high
609,low,med
610,v-high,low
611,med,high
612,med,high
613,low,med
614,low,med
615,low,med
616,med,high
617,v-high,low
618,med,high
619,high,med
620,low,med
621,high,med
622,med,high
623,med,high
624,med,high
625,high,med
626,high,med
627,low,med
628,low,med
629,low,med
630,v-high,low
631,med,high
632,low,med
633,v-high,low
634,med,high
635,med,high
636,high,med
637,med,high
638,v-high,low
639,high,med
640,med,high
641,low,med
642,low,med
643,low,med
644,low,med
645,high,med
646,med,high
647,low,med
648,high,med
649,v-high,low
650,high,med
651,v-high,low
652,v-high,low
653,med,high
654,low,med
655,low,med
656,low,med
657,v-high,low
658,high,med
659,high,med
660,low,med
661,high,med
662,high,med
663,med,high
664,low,med
665,high,med
666,v-high,low
667,med,high
668,low,med
669,high,med
670,med,high
671,med,high
672,low,med
673,high,med
674,v-high,low
675,v-high,low
676,med,high
677,high,med
678,low,med
679,med,high
680,v-high,low
681,low,med
682,v-high,low
683,high,med
684,v-high,low
685,v-high,low
686,low,med
687,v-high,low
688,high,med
689,med,high
690,med,high
691,low,med
692,high,med
693,high,med
694,med,high
695,low,med
696,high,med
697,low,med
698,low,med
699,high,med
700,med,high
701,v-high,low
702,high,med
703,med,high
704,v-high,low
705,high,med
706,med,high
707,med,high
708,med,high
709,low,med
710,high,med
711,low,med
712,low,med
713,high,med
714,med,high
715,v-high,low
716,v-high,low
717,v-high,low
718,v-high,low
719,v-high,low
720,low,med
721,high,med
722,med,high
723,low,med
724,med,high
725,med,high
726,high,med
727,med,high
728,med,high
729,low,med
730,v-high,low
731,low,med
732,med,high
733,high,med
734,high,med
735,low,med
736,med,high
737,med,high
738,v-high,low
739,high,med
740,high,med
741,low,med
742,med,high
743,high,med
744,v-high,low
745,high,med
746,high,med
747,high,med
748,low,med
749,low,med
750,low,med
751,high,med
752,v-high,low
753,low,med
754,high,med
755,v-high,low
756,v-high,low
757,v-high,low
758,low,med
759,high,med
760,v-high,low
761,low,med
762,low,med
763,high,med
764,med,high
765,high,med
766,low,med
767,high,med
768,low,med
769,high,med
770,high,med
771,high,med
772,low,med
773,med,high
774,high,med
775,low,med
776,med,high
777,med,high
778,med,high
779,v-high,low
780,low,med
781,v-high,low
782,v-high,low
783,v-high,low
784,high,med
785,low,med
786,med,high
787,med,high
788,med,high
789,v-high,low
790,med,high
791,med,high
792,v-high,low
793,med,high
794,med,high
795,low,med
796,med,high
797,high,med
798,v-high,low
799,high,med
800,med,high
801,high,med
802,med,high
803,med,high
804,high,med
805,high,med
806,v-high,low
807,med,high
808,med,high
809,low,med
810,low,med
811,med,high
812,v-high,low
813,high,med
814,v-high,low
815,v-high,low
816,low,med
817,v-high,low
818,high,med
819,low,med
820,low,med
821,low,med
822,low,med
823,high,med
824,high,med
825,high,med
826,high,med
827,low,med
828,med,high
829,v-high,low
830,med,high
831,med,high
832,med,high
833,low,med
834,med,high
835,v-high,low
836,high,med
837,high,med
838,high,med
839,med,high
840,v-high,low
841,v-high,low
842,v-high,low
843,med,high
844,high,med
845,high,med
846,high,med
847,low,med
848,med,high
849,high,med
850,low,med
851,high,med
852,med,high
853,med,high
854,low,med
855,low,med
856,v-high,low
857,low,med
858,med,high
859,med,high
860,med,high
861,med,high
862,v-high,low
863,high,med
864,v-high,low
865,med,high
866,v-high,low
867,med,high
868,high,med
869,v-high,low
870,high,med
871,v-high,low
872,med,high
873,high,med
874,med,high
875,low,med
876,low,med
877,low,med
878,v-high,low
879,v-high,low
880,med,high
881,low,med
882,med,high
883,low,med
884,med,high
885,med,high
886,low,med
887,low,med
888,v-high,low
889,med,high
890,low,med
891,high,med
892,high,med
893,high,med
894,v-high,low
895,med,high
896,low,med
897,v-high,low
898,low,med
899,med,high
900,v-high,low
901,high,med
902,low,med
903,low,med
904,high,med
905,med,high
906,high,med
907,high,med
908,high,med
909,med,high
910,v-high,low
911,med,high
912,high,med
913,med,high
914,v-high,low
915,low,med
916,med,high
917,med,high
918,low,med
919,high,med
920,v-high,low
921,v-high,low
922,v-high,low
923,low,med
924,high,med
925,low,med
926,low,med
927,low,med
928,high,med
929,med,high
930,high,med
931,med,high
932,high,med
933,med,high
934,high,med
935,v-high,low
936,high,med
937,high,med
938,med,high
939,v-high,low
940,v-high,low
941,v-high,low
942,low,med
943,low,med
944,low,med
945,med,high
946,low,med
947,low,med
948,low,med
949,v-high,low
950,low,med
951,low,med
952,low,med
953,v-high,low
954,v-high,low
955,med,high
956,v-high,low
957,med,high
958,high,med
959,med,high
960,med,high
961,high,med
962,high,med
963,v-high,low
964,low,med
965,v-high,low
966,v-high,low
967,low,med
968,high,med
969,high,med
970,med,high
971,med,high
972,med,high
973,high,med
974,high,med
975,v-high,low
976,med,high
977,med,high
978,low,med
979,med,high
980,v-high,low
981,low,med
982,high,med
983,med,high
984,low,med
985,med,high
986,v-high,low
987,med,high
988,med,high
989,high,med
990,v-high,low
991,v-high,low
992,v-high,low
993,med,high
994,v-high,low
995,v-high,low
996,v-high,low
997,v-high,low
998,low,med
999,med,high
1000,med,high
1001,v-high,low
1002,med,high
1003,high,med
1004,low,med
1005,low,med
1006,low,med
1007,med,high
1008,high,med
1009,med,high
1010,low,med
1011,low,med
1012,low,med
1013,v-high,low
1014,high,med
1015,v-high,low
1016,med,high
1017,high,med
1018,low,med
1019,v-high,low
1020,med,high
1021,high,med
1022,high,med
1023,v-high,low
1024,high,med
1025,low,med
1026,low,med
1027,low,med
1028,low,med
1029,med,high
1030,v-high,low
1031,low,med
1032,high,med
1033,high,med
1034,med,high
1035,med,high
1036,low,med
1037,high,med
1038,v-high,low
1039,high,med
1040,high,med
1041,high,med
1042,high,med
1043,low,med
1044,low,med
1045,low,med
1046,v-high,low
1047,low,med
1048,high,med
1049,v-high,low
1050,v-high,low
1051,v-high,low
1052,low,med
1053,v-high,low
1054,v-high,low
1055,v-high,low
1056,v-high,low
1057,low,med
1058,med,high
1059,v-high,low
1060,v-high,low
1061,low,med
1062,med,high
1063,v-high,low
1064,low,med
1065,high,med
1066,low,med
1067,high,med
1068,low,med
1069,high,med
1070,high,med
1071,low,med
1072,med,high
1073,med,high
1074,high,med
1075,med,high
1076,med,high
1077,low,med
1078,med,high
1079,high,med
1080,low,med
1081,low,med
1082,med,high
1083,high,med
1084,med,high
1085,v-high,low
1086,high,med
1087,v-high,low
1088,low,med
1089,low,med
1090,high,med
1091,high,med
1092,high,med
1093,high,med
1094,med,high
1095,med,high
1096,med,high
1097,v-high,low
1098,high,med
1099,low,med
1100,low,med
1101,med,high
1102,high,med
1103,v-high,low
1104,high,med
1105,med,high
1106,v-high,low
1107,high,med
1108,v-high,low
1109,v-high,low
1110,med,high
1111,med,high
1112,low,med
1113,low,med
1114,low,med
1115,med,high
1116,med,high
1117,v-high,low
1118,med,high
1119,low,med
1120,high,med
1121,high,med
1122,low,med
1123,high,med
1124,low,med
1125,low,med
1126,med,high
1127,med,high
1128,high,med
1129,low,med
1130,low,med
1131,v-high,low
1132,med,high
1133,med,high
1134,med,high
1135,low,med
1136,low,med
1137,low,med
1138,med,high
1139,v-high,low
1140,high,med
1141,high,med
1142,v-high,low
1143,v-high,low
1144,v-high,low
1145,v-high,low
1146,low,med
1147,high,med
1148,med,high
1149,high,med
1150,high,med
1151,med,high
1152,low,med
1153,low,med
1154,low,med
1155,v-high,low
1156,med,high
1157,v-high,low
1158,v-high,low
1159,med,high
1160,high,med
1161,v-high,low
1162,med,high
1163,high,med
1164,low,med
1165,v-high,low
1166,high,med
1167,high,med
1168,med,high
1169,low,med
1170,v-high,low
1171,low,med
1172,low,med
1173,low,med
1174,low,med
1175,low,med
1176,med,high
1177,v-high,low
1178,med,high
1179,v-high,low
1180,med,high
1181,low,med
1182,high,med
1183,low,med
1184,v-high,low
1185,high,med
1186,med,high
1187,med,high
1188,high,med
1189,high,med
1190,low,med
1191,high,med
1192,high,med
1193,low,med
1194,low,med
1195,high,med
1196,med,high
1197,low,med
1198,high,med
1199,high,med
1200,low,med
1201,med,high
1202,low,med
1203,med,high
1204,v-high,low
1205,med,high
1206,low,med
1207,v-high,low
1208,high,med
1209,high,med
1210,low,med
1211,high,med
1212,v-high,low
1213,low,med
1214,low,med
1215,v-high,low
1216,low,med
1217,low,med
1218,med,high
1219,v-high,low
1220,high,med
1221,v-high,low
1222,med,high
1223,low,med
1224,low,med
1225,high,med
1226,low,med
1227,med,high
1228,v-high,low
1229,v-high,low
1230,med,high
1231,v-high,low
1232,high,med
1233,med,high
1234,low,med
1235,high,med
1236,v-high,low
1237,v-high,low
1238,v-high,low
1239,high,med
1240,med,high
1241,low,med
1242,high,med
1243,med,high
1244,low,med
1245,high,med
1246,v-high,low
1247,high,med
1248,v-high,low
1249,med,high
1250,med,high
1251,v-high,low
1252,low,med
1253,v-high,low
1254,v-high,low
1255,med,high
1256,v-high,low
1257,high,med
1258,v-high,low
1259,med,high
1260,med,high
1261,med,high
1262,med,high
1263,high,med
1264,v-high,low
1265,v-high,low
1266,low,med
1267,v-high,low
1268,v-high,low
1269,med,high
1270,high,med
1271,v-high,low
1272,med,high
1273,high,med
1274,high,med
1275,high,med
1276,med,high
1277,low,med
1278,med,high
1279,med,high
1280,low,med
1281,low,med
1282,v-high,low
1283,v-high,low
1284,v-high,low
1285,low,med
1286,low,med
1287,low,med
1288,v-high,low
1289,high,med
1290,low,med
1291,med,high
1292,v-high,low
1293,low,med
1294,med,high
1295,low,med
1296,low,med
1297,high,med
1298,high,med
1299,high,med
1300,v-high,low
1301,v-high,low
1302,low,med
1303,high,med
1304,high,med
1305,low,med
1306,low,med
1307,low,med
1308,high,med
1309,v-high,low
1310,low,med
1311,med,high
1312,low,med
1313,v-high,low
1314,v-high,low
1315,low,med
1316,low,med
1317,med,high
1318,low,med
1319,med,high
1320,v-high,low
1321,med,high
1322,v-high,low
1323,v-high,low
1324,high,med
1325,high,med
1326,high,med
1327,high,med
1328,low,med
1329,med,high
1330,high,med
1331,med,high
1332,v-high,low
1333,v-high,low
1334,med,high
1335,med,high
1336,v-high,low
1337,v-high,low
1338,med,high
1339,v-high,low
1340,med,high
1341,high,med
1342,v-high,low
1343,med,high
1344,high,med
1345,high,med
1346,med,high
1347,low,med
1348,v-high,low
1349,high,med
1350,v-high,low
1351,high,med
1352,high,med
1353,med,high
1354,high,med
1355,v-high,low
1356,high,med
1357,med,high
1358,med,high
1359,v-high,low
1360,v-high,low
1361,v-high,low
1362,med,high
1363,low,med
1364,v-high,low
1365,v-high,low
1366,med,high
1367,v-high,low
1368,low,med
1369,low,med
1370,med,high
1371,v-high,low
1372,med,high
1373,high,med
1374,v-high,low
1375,v-high,low
1376,med,high
1377,low,med
1378,low,med
1379,v-high,low
1380,low,med
1381,med,high
1382,med,high
1383,low,med
1384,v-high,low
1385,low,med
1386,low,med
1387,v-high,low
1388,v-high,low
1389,med,high
1390,med,high
1391,low,med
1392,med,high
1393,low,med
1394,v-high,low
1395,v-high,low
1396,v-high,low
1397,med,high
1398,med,high
1399,high,med
1400,med,high
1401,high,med
1402,v-high,low
1403,high,med
1404,v-high,low
1405,high,med
1406,high,med
1407,low,med
1408,low,med
1409,med,high
1410,low,med
1411,v-high,low
1412,high,med
1413,low,med
1414,low,med
1415,med,high
1416,med,high
1417,v-high,low
1418,med,high
1419,med,high
1420,high,med
1421,v-high,low
1422,high,med
1423,low,med
1424,high,med
1425,low,med
1426,med,high
1427,high,med
1428,med,high
1429,v-high,low
1430,med,high
1431,med,high
1432,v-high,low
1433,high,med
1434,low,med
1435,v-high,low
1436,med,high
1437,high,med
1438,low,med
1439,low,med
1440,high,med
1441,med,high
1442,v-high,low
1443,v-high,low
1444,med,high
1445,low,med
1446,v-high,low
1447,high,med
1448,low,med
1449,low,med
1450,v-high,low
1451,med,high
1452,v-high,low
1453,low,med
1454,low,med
1455,med,high
1456,med,high
1457,med,high
1458,med,high
1459,low,med
1460,med,high
1461,v-high,low
1462,low,med
1463,low,med
1464,high,med
1465,high,med
1466,high,med
1467,low,med
1468,v-high,low
1469,med,high
1470,low,med
1471,v-high,low
1472,v-high,low
1473,low,med
1474,low,med
1475,low,med
1476,v-high,low
1477,high,med
1478,med,high
1479,med,high
1480,v-high,low
1481,med,high
1482,med,high
1483,high,med
1484,low,med
1485,med,high
1486,high,med
1487,v-high,low
1488,med,high
1489,med,high
1490,high,med
1491,low,med
1492,v-high,low
1493,low,med
1494,v-high,low
1495,high,med
1496,v-high,low
1497,high,med
1498,v-high,low
1499,med,high
1500,med,high
1501,high,med
1502,high,med
1503,v-high,low
1504,low,med
1505,high,med
1506,v-high,low
1507,v-high,low
1508,low,med
1509,high,med
1510,med,high
1511,high,med
1512,med,high
1513,v-high,low
1514,med,high
1515,med,high
1516,v-high,low
1517,v-high,low
1518,low,med
1519,med,high
1520,high,med
1521,med,high
1522,low,med
1523,v-high,low
1524,high,med
1525,low,med
1526,low,med
1527,med,high
1528,med,high
1529,high,med
1530,v-high,low
1531,med,high
1532,low,med
1533,low,med
1534,med,high
1535,v-high,low
1536,v-high,low
1537,high,med
1538,v-high,low
1539,low,med
1540,high,med
1541,low,med
1542,med,high
1543,low,med
1544,low,med
1545,v-high,low
1546,high,med
1547,med,high
1548,med,high
1549,high,med
1550,med,high
1551,high,med
1552,high,med
1553,high,med
1554,v-high,low
1555,low,med
1556,high,med
1557,v-high,low
1558,high,med
1559,med,high
1560,med,high
1561,v-high,low
1562,high,med
1563,high,med
1564,v-high,low
1565,low,med
1566,low,med
1567,high,med
1568,v-high,low
1569,med,high
1570,low,med
1571,low,med
1572,low,med
1573,med,high
1574,med,high
1575,v-high,low
1576,v-high,low
1577,high,med
1578,v-high,low
1579,high,med
1580,v-high,low
1581,low,med
1582,v-high,low
1583,med,high
1584,med,high
1585,med,high
1586,low,med
1587,med,high
1588,high,med
1589,high,med
1590,med,high
1591,v-high,low
1592,high,med
1593,high,med
1594,high,med
1595,v-high,low
1596,low,med
1597,med,high
1598,low,med
1599,v-high,low
1600,med,high
1601,high,med
1602,low,med
1603,v-high,low
1604,low,med
1605,v-high,low
1606,high,med
1607,low,med
1608,low,med
1609,low,med
1610,v-high,low
1611,low,med
1612,v-high,low
1613,v-high,low
1614,med,high
1615,med,high
1616,v-high,low
1617,low,med
1618,high,med
1619,v-high,low
1620,v-high,low
1621,med,high
1622,high,med
1623,low,med
1624,high,med
1625,low,med
1626,high,med
1627,high,med
1628,v-high,low
1629,v-high,low
1630,high,med
1631,low,med
1632,high,med
1633,high,med
1634,v-high,low
1635,high,med
1636,med,high
1637,high,med
1638,med,high
1639,low,med
1640,v-high,low
1641,med,high
1642,v-high,low
1643,low,med
1644,v-high,low
1645,high,med
1646,med,high
1647,v-high,low
1648,low,med
1649,high,med
1650,v-high,low
1651,high,med
1652,v-high,low
1653,high,med
1654,v-high,low
1655,med,high
1656,v-high,low
1657,v-high,low
1658,low,med
1659,high,med
1660,high,med
1661,low,med
1662,high,med
1663,v-high,low
1664,low,med
1665,low,med
1666,v-high,low
1667,low,med
1668,v-high,low
1669,med,high
1670,med,high
1671,high,med
1672,v-high,low
1673,med,high
1674,high,med
1675,v-high,low
1676,med,high
1677,v-high,low
1678,med,high
1679,low,med
1680,med,high
1681,med,high
1682,high,med
1683,med,high
1684,high,med
1685,med,high
1686,low,med
1687,med,high
1688,high,med
1689,v-high,low
1690,v-high,low
1691,high,med
1692,low,med
1693,high,med
1694,v-high,low
1695,v-high,low
1696,v-high,low
1697,v-high,low
1698,low,med
1699,med,high
1700,high,med
1701,high,med
1702,med,high
1703,high,med
1704,high,med
1705,low,med
1706,low,med
1707,low,med
1708,med,high
1709,v-high,low
1710,med,high
1711,med,high
1712,v-high,low
1713,low,med
1714,high,med
1715,v-high,low
1716,med,high
1717,high,med
1718,low,med
1719,med,high
1720,v-high,low
1721,high,med
1722,v-high,low
1723,med,high
1724,high,med
1725,high,med
1726,high,med
1727,med,high
1728,high,med
1729,med,high
1730,low,med
1731,high,med
1732,high,med
1733,low,med
1734,high,med
1735,low,med
1736,low,med
1737,med,high
1738,v-high,low
1739,med,high
1740,med,high
1741,high,med
1742,low,med
1743,high,med
1744,high,med
1745,med,high
1746,med,high
1747,v-high,low
1748,med,high
1749,v-high,low
1750,high,med
1751,low,med
1752,low,med
1753,low,med
1754,med,high
1755,v-high,low
1756,high,med
1757,med,high
1758,high,med
1759,v-high,low
1760,med,high
1761,low,med
1762,high,med
1763,v-high,low
1764,low,med
1765,low,med
1766,v-high,low
1767,med,high
1768,low,med
1769,low,med
1770,v-high,low
1771,low,med
1772,med,high
1773,v-high,low
1774,low,med
1775,high,med
1776,v-high,low
1777,low,med
1778,high,med
1779,med,high
1780,low,med
1781,v-high,low
1782,high,med
1783,low,med
1784,low,med
1785,low,med
1786,med,high
1787,v-high,low
1788,low,med
1789,v-high,low
1790,low,med
1791,high,med
1792,low,med
1793,high,med
1794,med,high
1795,v-high,low
1796,high,med
1797,v-high,low
1798,v-high,low
1799,v-high,low
1800,low,med
1801,low,med
1802,high,med
1803,high,med
1804,high,med
1805,med,high
1806,low,med
1807,v-high,low
1808,high,med
1809,v-high,low
1810,high,med
1811,high,med
1812,high,med
1813,v-high,low
1814,high,med
1815,low,med
1816,low,med
1817,v-high,low
1818,low,med
1819,v-high,low
1820,v-high,low
1821,med,high
1822,low,med
1823,high,med
1824,v-high,low
1825,med,high
1826,high,med
1827,low,med
1828,med,high
1829,v-high,low
1830,med,high
1831,low,med
1832,low,med
1833,med,high
1834,v-high,low
1835,low,med
1836,med,high
1837,low,med
1838,med,high
1839,med,high
1840,low,med
1841,low,med
1842,v-high,low
1843,v-high,low
1844,high,med
1845,v-high,low
1846,high,med
1847,med,high
1848,med,high
1849,med,high
1850,high,med
1851,med,high
1852,low,med
1853,med,high
1854,med,high
1855,v-high,low
1856,v-high,low
1857,low,med
1858,high,med
1859,low,med
1860,low,med
1861,v-high,low
1862,high,med
1863,low,med
1864,med,high
1865,v-high,low
1866,med,high
1867,med,high
1868,med,high
1869,low,med
1870,low,med
1871,med,high
1872,high,med
1873,high,med
1874,med,high
1875,v-high,low
1876,med,high
1877,med,high
1878,v-high,low
1879,med,high
1880,v-high,low
1881,low,med
1882,high,med
1883,high,med
1884,v-high,low
1885,high,med
1886,high,med
1887,low,med
1888,high,med
1889,low,med
1890,high,med
1891,med,high
1892,low,med
1893,high,med
1894,v-high,low
1895,med,high
1896,high,med
1897,med,high
1898,v-high,low
1899,v-high,low
1900,v-high,low
1901,med,high
1902,low,med
1903,high,med
1904,v-high,low
1905,med,high
1906,med,high
1907,med,high
1908,med,high
1909,low,med
1910,med,high
1911,high,med
1912,high,med
1913,low,med
1914,med,high
1915,low,med
1916,med,high
1917,low,med
1918,med,high
1919,high,med
1920,high,med
1921,v-high,low
1922,high,med
1923,low,med
1924,v-high,low
1925,v-high,low
1926,high,med
1927,high,med
1928,med,high
1929,med,high
1930,high,med
1931,v-high,low
1932,med,high
1933,v-high,low
1934,low,med
1935,high,med
1936,med,high
1937,low,med
1938,v-high,low
1939,high,med
1940,v-high,low
1941,high,med
1942,v-high,low
1943,med,high
1944,high,med
1945,low,med
1946,low,med
1947,v-high,low
1948,v-high,low
1949,v-high,low
1950,low,med
1951,med,high
1952,v-high,low
1953,high,med
1954,v-high,low
1955,med,high
1956,v-high,low
1957,med,high
1958,med,high
1959,low,med
1960,med,high
1961,med,high
1962,med,high
1963,high,med
1964,v-high,low
1965,med,high
1966,v-high,low
1967,high,med
1968,low,med
1969,low,med
1970,med,high
1971,v-high,low
1972,high,med
1973,v-high,low
1974,low,med
1975,v-high,low
1976,v-high,low
1977,low,med
1978,v-high,low
1979,v-high,low
1980,high,med
1981,v-high,low
1982,high,med
1983,high,med
1984,low,med
1985,high,med
1986,low,med
1987,med,high
1988,high,med
1989,low,med
1990,med,high
1991,high,med
1992,v-high,low
1993,med,high
1994,high,med
1995,high,med
1996,med,high
1997,high,med
1998,v-high,low
1999,high,med
2000,med,high
