182,83,x,med,6+
183,26,t,small,5
184,53,z,small,4
185,71,e,med,3
186,44,p,small,5
187,98,o,small,2
188,31,h,small,2
189,10,v,small,2
190,57,g,small,4
191,76,j,big,6+
192,2,i,small,2
193,66,n,med,4
194,31,v,big,5
195,21,z,small,4
196,24,z,big,4
197,88,k,small,3
198,31,e,small,6+
199,30,s,med,4
200,29,t,med,3
201,90,c,small,2
202,80,e,big,6+
203,72,z,small,3
204,94,c,big,4
205,59,a,med,5
206,58,b,med,3
207,5,q,small,5
208,18,i,small,2
209,74,s,small,5
210,10,g,med,3
211,80,n,small,6+
212,91,o,big,2
213,88,t,small,3
214,55,v,small,5
215,7,c,big,4
216,41,z,med,6+
217,19,c,small,2
218,38,f,big,3
219,61,w,small,2
220,80,x,med,4
221,42,k,small,3
222,57,h,small,5
223,38,s,big,5
224,58,k,small,6+
225,44,g,med,3
226,25,p,small,3
227,90,f,med,4
228,77,v,big,5
229,73,e,small,5
230,3,m,big,4
231,30,h,small,2
232,94,e,small,2
233,30,c,small,5
234,74,t,big,2
235,97,j,small,5
236,43,l,small,6+
237,14,k,small,3
238,59,m,med,4
239,38,z,small,2
240,66,a,small,5
241,68,p,small,3
242,49,l,med,4
243,4,h,small,4
244,60,z,med,3
245,69,w,big,2
246,23,w,med,3
247,34,l,med,5
248,56,d,small,5
249,77,y,big,3
250,81,c,big,6+
251,39,m,small,2
252,12,j,small,5
253,63,u,small,6+
254,46,l,small,4
255,20,c,small,6+
256,28,c,big,4
257,98,d,small,6+
258,0,f,big,4
259,87,q,med,4
260,27,g,small,2
261,39,q,small,5
262,66,j,small,4
263,96,t,small,4
264,78,d,med,4
265,66,w,big,5
266,69,o,small,4
267,25,v,big,4
268,82,k,big,5
269,84,a,big,4
270,59,v,med,3
271,70,s,small,5
272,2,a,small,4
273,32,b,med,2
274,75,k,small,3
275,6,j,big,6+
276,92,b,small,2
277,23,u,big,6+
278,91,u,small,6+
279,41,m,big,5
280,34,u,big,6+
281,43,i,small,3
282,44,i,small,5
283,66,e,big,4
284,40,q,big,6+
285,11,d,small,5
286,0,a,med,5
287,50,k,big,6+
288,58,x,med,3
289,85,d,small,2
290,11,j,med,5
291,20,t,big,6+
292,5,k,med,3
293,87,y,big,2
294,64,u,small,4
295,23,e,big,3
296,31,d,small,2
297,4,g,big,2
298,59,t,big,6+
299,85,b,small,5
300,51,f,big,5
301,49,x,small,6+
302,64,c,small,5
303,10,c,med,2
304,70,u,med,5
305,36,j,big,6+
306,47,d,small,4
307,46,g,small,4
308,79,t,big,2
309,78,x,med,5
310,34,w,med,2
311,14,a,small,5
312,45,t,med,3
313,62,o,med,3
314,50,j,med,6+
315,5,m,big,2
316,98,b,small,6+
317,92,q,big,3
318,78,e,big,4
319,88,l,small,3
320,45,w,small,6+
321,79,d,big,2
322,74,a,big,3
323,37,s,med,6+
324,86,g,small,6+
325,28,m,med,5
326,87,e,med,6+
327,7,w,small,5
328,56,e,big,4
329,35,d,small,2
330,7,q,small,6+
331,48,t,small,5
332,49,g,big,3
333,31,s,med,5
334,86,t,big,6+
335,82,b,small,5
336,50,w,med,3
337,12,q,small,4
338,68,e,small,3
339,4,t,med,2
340,17,i,med,4
341,65,r,big,4
342,75,h,small,6+
343,76,z,small,2
344,33,m,big,2
345,37,p,big,3
346,91,p,small,4
347,98,j,small,4
348,50,d,big,4
349,20,q,med,2
350,70,w,big,4
351,95,v,big,4
352,0,n,big,4
353,74,h,big,5
354,13,y,small,2
355,39,j,big,2
356,19,n,med,4
357,36,e,big,4
358,88,m,small,3
359,75,c,small,4
360,45,d,small,4
361,97,x,big,5
362,0,g,big,2
363,81,b,small,5
364,10,u,med,5
365,77,e,small,5
366,58,g,small,4
367,85,z,small,2
368,69,x,small,4
369,95,w,big,6+
370,13,e,med,4
371,15,q,big,3
372,78,k,big,2
373,75,y,big,6+
374,88,o,small,6+
375,77,h,small,5
376,7,i,small,6+
377,16,q,small,5
378,8,h,small,5
379,7,b,small,6+
380,87,u,med,2
381,46,j,small,2
382,60,p,big,3
383,11,c,med,5
384,69,n,big,4
385,30,n,big,6+
386,79,j,small,3
387,18,n,small,6+
388,49,y,small,5
389,18,v,small,3
390,78,c,small,4
391,92,r,small,6+
392,62,k,med,4
393,51,v,med,2
394,34,e,small,4
395,65,z,small,6+
396,32,w,small,6+
397,12,x,med,2
398,94,j,big,3
399,51,n,med,5
400,94,a,big,2
401,24,i,big,6+
402,46,o,med,6+
403,97,q,small,2
404,4,d,small,4
405,19,h,med,6+
406,93,b,med,5
407,82,u,big,2
408,30,a,big,3
409,78,h,med,4
410,60,r,big,3
411,76,w,small,6+
412,86,l,med,5
413,27,d,med,4
414,95,g,small,3
415,88,i,med,3
416,67,e,med,2
417,39,i,big,2
418,68,u,big,3
419,20,o,small,6+
420,9,r,small,2
421,80,d,small,2
422,81,a,big,6+
423,2,b,med,4
424,10,k,big,4
425,21,k,med,3
426,50,m,small,5
427,87,k,small,4
428,64,j,med,3
429,84,q,big,4
430,72,v,small,6+
431,85,q,big,6+
432,22,e,small,5
433,14,e,big,5
434,58,z,med,5
435,1,m,small,6+
436,80,t,small,4
437,81,h,med,5
438,37,i,small,4
439,23,r,small,6+
440,24,p,small,2
441,83,p,big,6+
442,94,g,small,3
443,43,d,med,6+
444,42,z,small,2
445,45,g,small,3
446,94,l,big,4
447,11,w,big,4
448,1,f,big,6+
449,32,d,big,3
450,75,x,big,4
451,52,q,med,4
452,31,o,med,2
453,9,b,big,2
454,31,z,big,5
455,42,v,med,2
456,78,r,small,5
457,59,r,big,3
458,55,x,big,2
459,30,v,big,3
460,9,h,big,5
461,82,p,small,3
462,45,r,small,6+
463,78,f,big,3
464,25,g,small,4
465,49,e,small,6+
466,70,p,small,5
467,64,m,med,2
468,21,v,small,6+
469,38,i,small,2
470,80,z,big,2
471,49,s,big,2
472,67,l,big,3
473,25,h,small,3
474,37,g,small,5
475,87,g,small,6+
476,55,b,small,6+
477,45,y,small,6+
478,80,q,big,6+
479,85,o,small,5
480,7,g,big,2
481,94,p,small,5
482,52,g,med,5
483,60,v,small,2
484,91,d,small,4
485,97,z,small,4
486,24,v,big,5
487,85,v,med,5
488,29,z,small,4
489,15,p,med,6+
490,64,d,med,3
491,63,v,small,5
492,17,l,big,4
493,7,t,small,4
494,86,q,small,4
495,38,g,big,3
496,36,r,med,2
497,20,f,med,2
498,85,u,med,3
499,76,n,small,2
500,90,o,small,6+
501,57,x,med,5
502,48,s,big,6+
503,14,b,small,6+
504,95,y,med,4
505,21,h,med,3
506,8,z,med,2
507,53,j,big,6+
508,51,r,med,5
509,85,h,med,3
510,9,e,small,2
511,22,g,small,5
512,3,h,med,6+
513,33,p,big,4
514,3,c,small,6+
515,4,m,small,4
516,2,c,small,4
517,48,p,med,5
518,81,g,med,6+
519,50,o,small,6+
520,29,h,med,3
521,10,m,big,6+
522,67,v,small,2
523,63,l,big,3
524,56,k,big,2
525,37,v,med,4
526,9,p,small,3
527,34,b,small,5
528,77,g,small,6+
529,91,l,small,3
530,53,v,big,6+
531,72,l,small,2
532,51,q,med,4
533,54,b,big,4
534,47,z,small,3
535,74,d,med,2
536,20,r,med,3
537,50,z,med,5
538,95,r,med,2
539,21,u,big,5
540,14,r,small,2
541,47,b,big,6+
542,78,m,small,2
543,18,h,small,3
544,59,u,small,3
545,21,p,big,6+
546,73,r,small,4
547,11,y,big,6+
548,84,d,small,2
549,25,l,small,5
550,27,c,med,3
551,78,l,big,6+
552,96,w,med,4
553,62,h,small,3
554,19,u,small,3
555,15,g,med,6+
556,96,a,small,4
557,79,i,small,6+
558,89,u,med,6+
559,82,w,small,4
560,16,r,small,6+
561,22,y,small,5
562,87,a,big,6+
563,90,p,small,4
564,68,r,med,2
565,30,e,small,3
566,23,v,small,3
567,38,d,big,3
568,42,c,med,6+
569,55,w,big,4
570,32,r,med,5
571,71,z,big,5
572,75,g,small,6+
573,81,r,med,4
574,55,z,small,6+
575,60,k,big,2
576,84,z,small,4
577,0,c,big,5
578,10,e,small,3
579,67,c,small,6+
580,25,r,med,2
581,84,b,small,4
582,27,v,big,6+
583,80,l,med,3
584,49,z,small,2
585,41,c,small,5
586,61,x,med,4
587,58,m,big,4
588,32,o,small,4
589,54,k,med,5
590,35,i,med,4
591,12,o,big,3
592,90,s,small,3
593,63,x,big,6+
594,73,m,small,4
595,69,q,small,6+
596,70,y,med,4
597,47,m,small,3
598,51,c,big,6+
599,26,q,small,2
600,93,m,med,2
601,11,k,small,2
602,83,q,med,6+
603,81,t,med,5
604,41,w,small,6+
605,52,w,med,6+
606,67,x,big,2
607,14,s,big,4
608,78,a,med,6+
609,35,p,big,6+
610,2,r,small,6+
611,14,f,med,2
612,30,l,med,2
613,76,m,big,4
614,30,y,big,2
615,42,i,big,5
616,98,k,med,6+
617,0,s,small,5
618,71,h,med,3
619,69,p,small,2
620,73,a,big,5
621,49,r,small,6+
622,35,q,med,2
623,12,s,med,4
624,14,v,med,5
625,35,c,small,5
626,94,v,small,3
627,69,g,big,6+
628,94,f,big,3
629,30,g,big,6+
630,15,u,small,4
631,78,y,med,2
632,89,k,big,5
633,1,t,small,4
634,64,l,med,5
635,56,x,med,5
636,97,i,small,5
637,41,y,med,2
638,48,k,small,6+
639,79,o,small,5
640,11,u,med,4
641,36,n,big,3
642,58,l,big,2
643,29,u,big,2
644,90,q,big,6+
645,81,p,small,2
646,80,y,med,6+
647,80,f,big,2
648,31,c,small,4
649,9,z,small,6+
650,63,k,small,6+
651,54,e,small,4
652,75,l,small,6+
653,74,p,med,2
654,45,k,big,5
655,0,r,big,6+
656,70,i,big,4
657,27,b,small,6+
658,6,b,small,6+
659,2,g,small,2
660,3,b,big,3
661,54,c,small,3
662,62,e,small,2
663,95,o,med,6+
664,32,p,big,2
665,54,l,small,4
666,39,g,small,3
667,24,l,med,6+
668,92,z,big,6+
669,19,f,small,4
670,90,h,med,6+
671,61,e,med,4
672,61,i,big,3
673,17,x,small,4
674,40,z,small,2
675,66,b,small,2
676,33,a,med,6+
677,9,c,small,6+
678,63,s,big,4
679,32,x,med,2
680,62,m,small,4
681,16,y,big,4
682,17,k,small,5
683,59,j,small,4
684,61,j,small,4
685,37,k,small,4
686,62,b,big,2
687,54,x,small,6+
688,97,v,small,6+
689,68,z,med,2
690,28,q,med,5
691,23,f,big,6+
692,85,p,small,6+
693,95,k,small,4
694,72,w,med,3
695,14,w,big,5
696,17,g,small,6+
697,6,v,big,4
698,76,r,big,6+
699,75,t,small,4
700,63,p,med,5
701,29,j,small,2
702,89,y,small,5
703,88,u,med,4
704,83,b,small,6+
705,92,n,small,5
706,90,m,med,4
707,10,b,med,4
708,48,q,med,5
709,24,j,big,2
710,62,y,small,5
711,73,w,big,3
712,39,f,big,2
713,58,w,small,4
714,74,m,med,3
715,33,v,small,5
716,45,h,small,4
717,36,u,small,2
718,72,r,small,6+
719,18,x,small,6+
720,46,a,big,6+
721,14,j,small,5
722,59,x,med,5
723,56,g,big,4
724,14,o,med,3
725,52,j,med,3
726,29,l,small,5
727,7,o,med,6+
728,7,h,med,2
729,29,a,big,4
730,21,y,small,4
731,13,l,big,4
732,90,w,med,3
733,67,k,small,4
734,52,k,small,6+
735,59,q,big,5
736,84,p,med,3
737,52,v,med,3
738,56,a,small,3
739,2,o,small,4
740,20,u,small,4
741,91,a,big,3
742,81,f,med,3
743,34,a,small,4
744,90,r,small,6+
745,54,r,small,4
746,94,n,small,3
747,60,o,small,4
748,68,o,big,6+
749,49,c,big,2
750,73,v,big,3
751,71,w,small,5
752,78,b,small,3
753,13,q,big,4
754,75,u,small,2
755,71,i,small,2
756,44,d,small,4
757,45,f,small,2
758,12,r,big,6+
759,7,x,small,5
760,44,z,small,5
761,43,a,big,3
762,35,z,big,5
763,98,c,small,5
764,10,h,med,4
765,19,q,small,6+
766,73,j,big,6+
767,67,h,small,6+
768,16,i,big,3
769,42,d,small,2
770,75,s,small,2
771,6,q,small,3
772,63,b,big,6+
773,59,k,med,3
774,80,h,small,6+
775,67,y,big,4
776,5,y,med,6+
777,72,c,med,3
778,88,a,med,2
779,32,y,small,2
780,34,q,big,5
781,51,e,small,4
782,26,r,small,3
783,87,o,small,5
784,34,j,small,5
785,34,h,big,6+
786,59,l,med,6+
787,62,d,med,5
788,32,u,med,5
789,58,c,small,2
790,80,w,med,2
791,24,m,med,4
792,94,r,small,4
793,92,l,med,3
794,46,n,med,5
795,33,f,big,4
796,47,i,med,3
797,29,y,small,6+
798,56,s,small,6+
799,54,g,small,2
800,14,x,med,2
801,89,l,small,3
802,46,r,med,3
803,89,h,med,2
804,50,s,small,3
805,32,c,small,6+
806,82,s,small,4
807,76,b,med,2
808,60,h,med,4
809,16,m,big,3
810,71,c,big,5
811,22,j,med,3
812,34,d,small,4
813,48,l,small,5
814,14,t,small,6+
815,84,f,small,4
816,89,a,big,5
817,12,e,small,3
818,8,n,small,6+
819,59,y,big,5
820,93,t,big,2
821,90,k,big,3
822,82,d,big,6+
823,93,u,small,6+
824,63,m,small,5
825,7,e,small,6+
826,20,w,small,6+
827,38,n,big,3
828,40,w,med,4
829,25,x,small,5
830,87,w,med,6+
831,67,q,med,6+
832,44,q,med,4
833,40,d,big,3
834,83,l,med,6+
835,60,g,small,4
836,41,l,small,2
837,1,i,small,5
838,72,k,small,3
839,64,z,med,6+
840,57,a,small,5
841,5,z,small,4
842,63,n,small,4
843,12,c,med,6+
844,67,w,small,2
845,72,q,small,4
846,96,r,small,5
847,38,m,big,3
848,79,e,med,4
849,98,n,small,4
850,23,x,big,5
851,10,f,small,5
852,51,w,med,5
853,8,r,med,3
854,16,p,big,2
855,44,a,big,3
856,6,l,small,2
857,26,w,big,3
858,38,a,med,2
859,48,y,med,4
860,53,h,med,5
861,92,t,med,2
862,3,i,small,4
863,31,p,small,5
864,73,q,small,2
865,30,j,med,2
866,50,n,small,3
867,72,o,med,5
868,10,j,small,3
869,27,p,small,5
870,38,k,small,6+
871,9,g,small,4
872,6,n,med,6+
873,9,y,small,6+
874,71,u,med,4
875,3,j,big,5
876,4,n,big,4
877,88,z,big,5
878,36,i,small,2
879,42,r,small,2
880,70,b,med,2
881,82,j,big,5
882,92,h,med,2
883,52,l,big,3
884,73,i,med,5
885,50,a,med,6+
886,24,q,big,6+
887,75,q,big,6+
888,69,r,small,2
889,0,t,med,3
890,16,j,big,4
891,92,f,small,2
892,57,m,small,3
893,79,k,small,6+
894,36,h,small,5
895,12,k,med,2
896,84,v,big,2
897,9,a,small,6+
898,86,k,big,6+
899,51,s,med,6+
900,22,w,small,6+
901,20,x,small,3
902,39,u,big,4
903,46,q,big,3
904,21,j,small,2
905,53,m,med,5
906,12,v,small,5
907,56,f,small,5
908,53,o,small,6+
909,48,c,med,4
910,40,j,small,5
911,62,x,med,6+
912,72,b,small,2
913,79,m,med,3
914,74,k,small,4
915,19,d,big,4
916,15,e,med,5
917,50,g,med,5
918,94,o,big,4
919,27,q,small,4
920,33,c,small,5
921,74,b,small,2
922,60,x,small,2
923,3,u,big,5
924,21,f,small,2
925,71,b,big,5
926,48,b,big,5
927,40,l,big,2
928,12,a,small,3
929,23,j,med,6+
930,23,p,small,6+
931,66,o,med,5
932,59,h,small,5
933,92,u,med,3
934,96,p,small,5
935,28,n,small,2
936,14,q,small,6+
937,79,p,small,3
938,3,y,med,5
939,94,s,small,3
940,88,c,small,2
941,78,i,small,2
942,97,p,big,5
943,48,i,big,2
944,25,s,big,3
945,43,x,med,3
946,97,n,big,4
947,88,x,big,5
948,58,a,big,6+
949,33,q,small,4
950,73,s,big,6+
951,9,v,big,3
952,16,s,big,3
953,80,p,small,3
954,73,u,small,6+
955,96,l,med,6+
956,84,e,small,3
957,14,z,med,6+
958,89,o,small,6+
959,40,n,med,3
960,28,r,med,2
961,15,m,small,3
962,52,f,small,5
963,8,o,small,2
964,13,p,big,3
965,67,j,small,5
966,92,c,small,2
967,5,j,big,5
968,98,r,small,3
969,13,k,small,6+
970,22,t,med,3
971,49,j,med,5
972,86,o,med,2
973,13,h,small,3
974,4,v,small,2
975,17,u,small,3
976,90,i,med,2
977,20,p,med,6+
978,23,g,big,2
979,91,i,med,3
980,48,u,small,2
981,68,j,big,6+
982,16,h,small,5
983,91,v,med,6+
984,62,u,big,4
985,40,s,med,6+
986,15,x,small,3
987,14,n,med,2
988,14,i,med,4
989,64,h,small,4
990,42,a,small,6+
991,41,n,small,5
992,31,n,small,6+
993,60,c,med,3
994,84,s,small,5
995,17,c,small,4
996,68,d,small,3
997,4,s,small,3
998,64,i,big,6+
999,48,g,med,3
1000,95,e,med,2
1001,12,i,small,5
1002,6,w,med,2
1003,58,h,small,4
1004,12,g,big,3
1005,43,j,big,6+
1006,42,s,big,4
1007,84,x,med,5
1008,24,r,small,4
1009,34,v,med,6+
1010,2,u,big,5
1011,48,f,big,3
1012,13,m,big,5
1013,22,d,small,5
1014,2,f,small,3
1015,2,e,small,3
1016,76,f,med,3
1017,65,f,small,2
1018,56,z,big,6+
1019,70,o,small,2
1020,96,o,med,4
1021,25,y,small,3
1022,46,k,small,3
1023,60,j,small,4
1024,42,l,small,2
1025,90,l,big,6+
1026,74,l,big,3
1027,44,n,big,4
1028,22,p,big,6+
1029,18,c,med,5
1030,5,u,small,2
1031,52,x,big,5
1032,9,i,small,6+
1033,57,w,small,4
1034,4,a,med,6+
1035,65,e,med,3
1036,5,g,big,4
1037,82,a,small,3
1038,61,o,small,5
1039,75,i,small,2
1040,2,z,small,5
1041,59,g,small,3
1042,81,y,small,5
1043,2,s,big,5
1044,12,l,big,4
1045,68,c,big,3
1046,21,e,small,5
1047,14,c,big,6+
1048,0,u,small,6+
1049,54,a,small,4
1050,86,f,small,2
1051,26,a,small,5
1052,43,e,big,3
1053,66,f,small,2
1054,6,a,small,5
1055,56,l,small,3
1056,96,g,small,3
1057,58,i,big,3
1058,29,f,med,4
1059,75,r,small,5
1060,67,o,small,3
1061,15,d,big,6+
1062,86,m,med,4
1063,3,w,small,3
1064,53,q,big,6+
1065,77,c,small,4
1066,43,f,big,5
1067,3,k,small,4
1068,92,w,big,2
1069,49,m,small,3
1070,61,d,small,4
1071,83,s,big,5
1072,81,n,med,6+
1073,66,k,med,4
1074,54,j,small,5
1075,55,i,med,5
1076,61,v,med,3
1077,20,b,big,2
1078,53,f,med,5
1079,66,z,small,6+
1080,63,z,big,4
1081,83,g,big,4
1082,25,i,med,2
1083,24,u,small,4
1084,31,i,med,4
1085,1,u,small,3
1086,79,q,small,4
1087,28,p,small,5
1088,56,q,big,2
1089,13,t,big,2
1090,18,y,small,5
1091,47,v,small,2
1092,30,u,small,6+
1093,45,m,small,6+
1094,48,h,med,2
1095,62,g,med,3
1096,80,r,med,2
1097,13,a,small,6+
1098,88,v,small,2
1099,71,m,big,6+
1100,92,g,big,5
1101,53,e,med,4
1102,69,u,small,6+
1103,14,h,small,6+
1104,91,j,small,3
1105,10,q,med,6+
1106,48,o,small,6+
1107,88,q,small,3
1108,63,g,small,4
1109,93,w,small,6+
1110,91,h,med,2
1111,61,u,med,5
1112,86,i,big,4
1113,5,r,big,2
1114,88,f,big,4
1115,0,h,med,5
1116,5,c,med,4
1117,29,m,small,2
1118,73,h,med,4
1119,67,a,big,3
1120,49,p,small,6+
1121,40,a,small,5
1122,19,i,big,3
1123,36,y,small,2
1124,24,x,big,5
1125,21,c,big,6+
1126,53,u,med,4
1127,22,b,med,3
1128,98,y,small,3
1129,31,m,big,2
1130,11,q,big,6+
1131,81,v,small,6+
1132,48,m,med,2
1133,44,e,med,5
1134,37,f,med,6+
1135,27,a,big,3
1136,53,x,big,2
1137,90,u,big,4
1138,12,z,med,2
1139,8,j,small,4
1140,96,y,small,5
1141,35,g,small,6+
1142,92,y,small,5
1143,1,q,small,5
1144,89,r,small,6+
1145,10,i,small,3
1146,63,c,big,5
1147,74,y,small,5
1148,4,i,med,6+
1149,0,e,small,6+
1150,93,l,small,2
1151,54,n,med,6+
1152,59,c,big,3
1153,6,k,big,2
1154,57,z,big,6+
1155,73,b,small,3
1156,93,n,med,3
1157,30,w,small,6+
1158,85,i,small,4
1159,84,k,med,3
1160,24,t,small,4
1161,85,m,small,6+
1162,40,m,med,2
1163,91,g,small,3
1164,52,h,big,5
1165,76,t,small,6+
1166,27,w,small,3
1167,56,u,small,6+
1168,18,j,med,6+
1169,43,z,big,5
1170,71,x,small,3
1171,65,l,big,3
1172,71,a,big,4
1173,17,b,big,3
1174,89,b,big,3
1175,58,s,big,5
1176,16,e,med,2
1177,18,m,small,2
1178,65,n,med,2
1179,7,v,small,3
1180,64,a,med,6+
1181,38,q,big,2
1182,88,d,small,4
1183,77,z,big,2
1184,74,x,small,2
1185,6,x,small,5
1186,94,u,med,3
1187,87,l,med,4
1188,9,s,small,5
1189,46,c,small,2
1190,77,s,big,5
1191,8,b,small,5
1192,25,q,small,6+
1193,62,c,big,4
1194,42,e,big,6+
1195,86,r,small,3
1196,33,t,med,5
1197,46,x,big,4
1198,77,a,small,3
1199,35,s,small,6+
1200,4,r,big,6+
1201,57,k,med,2
1202,8,y,big,6+
1203,55,f,med,4
1204,20,e,small,3
1205,41,s,med,5
1206,33,s,big,5
1207,16,c,small,3
1208,26,c,small,6+
1209,38,v,small,5
1210,17,y,big,2
1211,0,w,small,6+
1212,37,t,small,2
1213,71,f,big,2
1214,33,u,big,5
1215,5,x,small,2
1216,55,u,big,4
1217,57,o,big,3
1218,7,z,med,2
1219,21,n,small,2
1220,41,r,small,4
1221,10,x,small,3
1222,78,s,med,5
1223,98,v,big,3
1224,17,o,big,2
1225,87,f,small,3
1226,77,u,big,6+
1227,82,o,med,4
1228,22,a,small,4
1229,83,n,small,5
1230,47,p,med,5
1231,1,o,small,4
1232,91,y,small,3
1233,51,d,med,4
1234,51,z,big,6+
1235,89,p,small,5
1236,23,k,small,6+
1237,89,i,small,2
1238,75,m,small,2
1239,22,h,small,4
1240,70,q,med,4
1241,56,r,big,2
1242,29,q,small,5
1243,8,a,med,4
1244,83,i,big,4
1245,78,t,small,4
1246,48,w,small,5
1247,11,l,small,6+
1248,33,b,small,2
1249,64,o,med,2
1250,57,t,med,3
1251,60,d,small,6+
1252,52,e,big,5
1253,3,d,small,6+
1254,58,d,small,5
1255,79,x,med,6+
1256,66,i,small,5
1257,73,d,small,5
1258,91,c,small,5
1259,18,t,med,5
1260,79,n,med,4
1261,93,v,med,3
1262,46,u,med,5
1263,47,r,small,6+
1264,37,u,small,2
1265,84,i,small,2
1266,67,n,big,2
1267,80,g,small,3
1268,86,j,small,2
1269,48,j,med,6+
1270,70,l,small,3
1271,33,j,small,5
1272,87,n,med,5
1273,29,k,small,5
1274,89,t,small,2
1275,64,g,small,3
1276,26,e,med,6+
1277,43,b,big,5
1278,35,m,med,6+
1279,24,a,med,6+
1280,49,t,big,4
1281,75,w,big,3
1282,15,a,small,4
1283,22,r,small,4
1284,81,x,small,5
1285,93,a,big,5
1286,43,v,big,4
1287,5,w,big,3
1288,33,e,small,4
1289,24,y,small,2
1290,94,q,big,3
1291,10,d,med,3
1292,59,d,small,2
1293,76,x,big,2
1294,93,z,med,3
1295,96,k,big,3
1296,74,o,big,3
1297,22,k,small,3
1298,56,m,small,3
1299,97,t,small,4
1300,30,i,small,4
1301,33,o,small,5
1302,68,g,big,4
1303,40,r,small,5
1304,1,e,small,2
1305,2,l,big,3
1306,80,k,big,2
1307,57,c,big,5
1308,12,d,small,5
1309,23,i,small,6+
1310,28,h,big,6+
1311,16,o,med,2
1312,6,g,big,3
1313,65,q,small,6+
1314,79,w,small,6+
1315,81,d,big,3
1316,24,c,big,6+
1317,15,w,med,6+
1318,97,b,big,4
1319,90,a,med,4
1320,35,h,small,5
1321,40,e,med,3
1322,22,f,small,4
1323,23,a,small,2
1324,19,z,small,2
1325,2,j,small,3
1326,73,g,small,5
1327,59,e,small,2
1328,68,a,big,5
1329,6,m,med,4
1330,4,x,small,5
1331,36,z,med,2
1332,61,f,small,4
1333,51,i,small,3
1334,71,t,med,3
1335,97,e,med,4
1336,77,w,small,4
1337,94,d,small,4
