426,50,med
427,87,low
428,64,v-high
429,84,v-high
430,72,v-high
431,85,high
432,22,med
433,14,med
434,58,med
435,1,high
436,80,v-high
437,81,high
438,37,high
439,23,low
440,24,v-high
441,83,low
442,94,med
443,43,low
444,42,med
445,45,high
446,94,med
447,11,low
448,1,high
449,32,v-high
450,75,low
451,52,v-high
452,31,low
453,9,high
454,31,low
455,42,med
456,78,med
457,59,low
458,55,low
459,30,med
460,9,high
461,82,med
462,45,high
463,78,med
464,25,high
465,49,high
466,70,med
467,64,v-high
468,21,high
469,38,med
470,80,v-high
471,49,high
472,67,low
473,25,high
474,37,high
475,87,low
476,55,low
477,45,high
478,80,v-high
479,85,high
480,7,low
481,94,med
482,52,v-high
483,60,v-high
484,91,low
485,97,high
486,24,v-high
487,85,high
488,29,high
489,15,low
490,64,v-high
491,63,low
492,17,high
493,7,low
494,86,med
495,38,med
496,36,v-high
497,20,v-high
498,85,high
499,76,v-high
500,90,med
501,57,high
502,48,v-high
503,14,med
504,95,low
505,21,high
506,8,v-high
507,53,high
508,51,low
509,85,high
510,9,high
511,22,med
512,3,low
513,33,high
514,3,low
515,4,v-high
516,2,med
517,48,v-high
518,81,high
519,50,med
520,29,high
521,10,med
522,67,low
523,63,low
524,56,v-high
525,37,high
526,9,high
527,34,med
528,77,high
529,91,low
530,53,high
531,72,v-high
532,51,low
533,54,med
534,47,low
535,74,med
536,20,v-high
537,50,med
538,95,low
539,21,high
540,14,med
541,47,low
542,78,med
543,18,med
544,59,low
545,21,high
546,73,high
547,11,low
548,84,v-high
549,25,high
550,27,low
551,78,med
552,96,v-high
553,62,med
554,19,low
555,15,low
556,96,v-high
557,79,low
558,89,high
559,82,med
560,16,v-high
561,22,med
562,87,low
563,90,med
564,68,v-high
565,30,med
566,23,low
567,38,med
568,42,med
569,55,low
570,32,v-high
571,71,low
572,75,low
573,81,high
574,55,low
575,60,v-high
576,84,v-high
577,0,v-high
578,10,med
579,67,low
580,25,high
581,84,v-high
582,27,low
583,80,v-high
584,49,high
585,41,high
586,61,high
587,58,med
588,32,v-high
589,54,med
590,35,low
591,12,v-high
592,90,med
593,63,low
594,73,high
595,69,high
596,70,med
597,47,low
598,51,low
599,26,med
600,93,high
601,11,low
602,83,low
603,81,high
604,41,high
605,52,v-high
606,67,low
607,14,med
608,78,med
609,35,low
610,2,med
611,14,med
612,30,med
613,76,v-high
614,30,med
615,42,med
616,98,med
617,0,v-high
618,71,low
619,69,high
620,73,high
621,49,high
622,35,low
623,12,v-high
624,14,med
625,35,low
626,94,med
627,69,high
628,94,med
629,30,med
630,15,low
631,78,med
632,89,high
633,1,high
634,64,v-high
635,56,v-high
636,97,high
637,41,high
638,48,v-high
639,79,low
640,11,low
641,36,v-high
642,58,med
643,29,high
644,90,med
645,81,high
646,80,v-high
647,80,v-high
648,31,low
649,9,high
650,63,low
651,54,med
652,75,low
653,74,med
654,45,high
655,0,v-high
656,70,med
657,27,low
658,6,med
659,2,med
660,3,low
661,54,med
662,62,med
663,95,low
664,32,v-high
665,54,med
666,39,low
667,24,v-high
668,92,v-high
669,19,low
670,90,med
671,61,high
672,61,high
673,17,high
674,40,v-high
675,66,med
676,33,high
677,9,high
678,63,low
679,32,v-high
680,62,med
681,16,v-high
682,17,high
683,59,low
684,61,high
685,37,high
686,62,med
687,54,med
688,97,high
689,68,v-high
690,28,v-high
691,23,low
692,85,high
693,95,low
694,72,v-high
695,14,med
696,17,high
697,6,med
698,76,v-high
699,75,low
700,63,low
701,29,high
702,89,high
703,88,v-high
704,83,low
705,92,v-high
706,90,med
707,10,med
708,48,v-high
709,24,v-high
710,62,med
711,73,high
712,39,low
713,58,med
714,74,med
715,33,high
716,45,high
717,36,v-high
718,72,v-high
719,18,med
720,46,med
721,14,med
722,59,low
723,56,v-high
724,14,med
725,52,v-high
726,29,high
727,7,low
728,7,low
729,29,high
730,21,high
731,13,high
732,90,med
733,67,low
734,52,v-high
735,59,low
736,84,v-high
737,52,v-high
738,56,v-high
739,2,med
740,20,v-high
741,91,low
742,81,high
743,34,med
744,90,med
745,54,med
746,94,med
747,60,v-high
748,68,v-high
749,49,high
750,73,high
751,71,low
752,78,med
753,13,high
754,75,low
755,71,low
756,44,v-high
757,45,high
758,12,v-high
759,7,low
760,44,v-high
761,43,low
762,35,low
763,98,med
764,10,med
765,19,low
766,73,high
767,67,low
768,16,v-high
769,42,med
770,75,low
771,6,med
772,63,low
773,59,low
774,80,v-high
775,67,low
776,5,high
777,72,v-high
778,88,v-high
779,32,v-high
780,34,med
781,51,low
782,26,med
783,87,low
784,34,med
785,34,med
786,59,low
787,62,med
788,32,v-high
789,58,med
790,80,v-high
791,24,v-high
792,94,med
793,92,v-high
794,46,med
795,33,high
796,47,low
797,29,high
798,56,v-high
799,54,med
800,14,med
801,89,high
802,46,med
803,89,high
804,50,med
805,32,v-high
806,82,med
807,76,v-high
808,60,v-high
809,16,v-high
810,71,low
811,22,med
812,34,med
813,48,v-high
814,14,med
815,84,v-high
816,89,high
817,12,v-high
818,8,v-high
819,59,low
820,93,high
821,90,med
822,82,med
823,93,high
824,63,low
825,7,low
826,20,v-high
827,38,med
828,40,v-high
829,25,high
830,87,low
831,67,low
832,44,v-high
833,40,v-high
834,83,low
835,60,v-high
836,41,high
837,1,high
838,72,v-high
839,64,v-high
840,57,high
841,5,high
842,63,low
843,12,v-high
844,67,low
845,72,v-high
846,96,v-high
847,38,med
848,79,low
849,98,med
850,23,low
851,10,med
852,51,low
853,8,v-high
854,16,v-high
855,44,v-high
856,6,med
857,26,med
858,38,med
859,48,v-high
860,53,high
861,92,v-high
862,3,low
863,31,low
864,73,high
865,30,med
866,50,med
867,72,v-high
868,10,med
869,27,low
870,38,med
871,9,high
872,6,med
873,9,high
874,71,low
875,3,low
876,4,v-high
877,88,v-high
878,36,v-high
879,42,med
880,70,med
881,82,med
882,92,v-high
883,52,v-high
884,73,high
885,50,med
886,24,v-high
887,75,low
888,69,high
889,0,v-high
890,16,v-high
891,92,v-high
892,57,high
893,79,low
894,36,v-high
895,12,v-high
896,84,v-high
897,9,high
898,86,med
899,51,low
900,22,med
901,20,v-high
902,39,low
903,46,med
904,21,high
905,53,high
906,12,v-high
907,56,v-high
908,53,high
909,48,v-high
910,40,v-high
911,62,med
912,72,v-high
913,79,low
914,74,med
915,19,low
916,15,low
917,50,med
918,94,med
919,27,low
920,33,high
921,74,med
922,60,v-high
923,3,low
924,21,high
925,71,low
926,48,v-high
927,40,v-high
928,12,v-high
929,23,low
930,23,low
931,66,med
932,59,low
933,92,v-high
934,96,v-high
935,28,v-high
936,14,med
937,79,low
938,3,low
939,94,med
940,88,v-high
941,78,med
942,97,high
943,48,v-high
944,25,high
945,43,low
946,97,high
947,88,v-high
948,58,med
949,33,high
950,73,high
951,9,high
952,16,v-high
953,80,v-high
954,73,high
955,96,v-high
956,84,v-high
957,14,med
958,89,high
959,40,v-high
960,28,v-high
961,15,low
962,52,v-high
963,8,v-high
964,13,high
965,67,low
966,92,v-high
967,5,high
968,98,med
969,13,high
970,22,med
971,49,high
972,86,med
973,13,high
974,4,v-high
975,17,high
976,90,med
977,20,v-high
978,23,low
979,91,low
980,48,v-high
981,68,v-high
982,16,v-high
983,91,low
984,62,med
985,40,v-high
986,15,low
987,14,med
988,14,med
989,64,v-high
990,42,med
991,41,high
992,31,low
993,60,v-high
994,84,v-high
995,17,high
996,68,v-high
997,4,v-high
998,64,v-high
999,48,v-high
1000,95,low
1001,12,v-high
1002,6,med
1003,58,med
1004,12,v-high
1005,43,low
1006,42,med
1007,84,v-high
1008,24,v-high
1009,34,med
1010,2,med
1011,48,v-high
1012,13,high
1013,22,med
1014,2,med
1015,2,med
1016,76,v-high
1017,65,high
1018,56,v-high
1019,70,med
1020,96,v-high
1021,25,high
1022,46,med
1023,60,v-high
1024,42,med
1025,90,med
1026,74,med
1027,44,v-high
1028,22,med
1029,18,med
1030,5,high
1031,52,v-high
1032,9,high
1033,57,high
1034,4,v-high
1035,65,high
1036,5,high
1037,82,med
1038,61,high
1039,75,low
1040,2,med
1041,59,low
1042,81,high
1043,2,med
1044,12,v-high
1045,68,v-high
1046,21,high
1047,14,med
1048,0,v-high
1049,54,med
1050,86,med
1051,26,med
1052,43,low
1053,66,med
1054,6,med
1055,56,v-high
1056,96,v-high
1057,58,med
1058,29,high
1059,75,low
1060,67,low
1061,15,low
1062,86,med
1063,3,low
1064,53,high
1065,77,high
1066,43,low
1067,3,low
1068,92,v-high
1069,49,high
1070,61,high
1071,83,low
1072,81,high
1073,66,med
1074,54,med
1075,55,low
1076,61,high
1077,20,v-high
1078,53,high
1079,66,med
1080,63,low
1081,83,low
1082,25,high
1083,24,v-high
1084,31,low
1085,1,high
1086,79,low
1087,28,v-high
1088,56,v-high
1089,13,high
1090,18,med
1091,47,low
1092,30,med
1093,45,high
1094,48,v-high
1095,62,med
1096,80,v-high
1097,13,high
1098,88,v-high
1099,71,low
1100,92,v-high
1101,53,high
1102,69,high
1103,14,med
1104,91,low
1105,10,med
1106,48,v-high
1107,88,v-high
1108,63,low
1109,93,high
1110,91,low
1111,61,high
1112,86,med
1113,5,high
1114,88,v-high
1115,0,v-high
1116,5,high
1117,29,high
1118,73,high
1119,67,low
1120,49,high
1121,40,v-high
1122,19,low
1123,36,v-high
1124,24,v-high
1125,21,high
1126,53,high
1127,22,med
1128,98,med
1129,31,low
1130,11,low
1131,81,high
1132,48,v-high
1133,44,v-high
1134,37,high
1135,27,low
1136,53,high
1137,90,med
1138,12,v-high
1139,8,v-high
1140,96,v-high
1141,35,low
1142,92,v-high
1143,1,high
1144,89,high
1145,10,med
1146,63,low
1147,74,med
1148,4,v-high
1149,0,v-high
1150,93,high
1151,54,med
1152,59,low
1153,6,med
1154,57,high
1155,73,high
1156,93,high
1157,30,med
1158,85,high
1159,84,v-high
1160,24,v-high
1161,85,high
1162,40,v-high
1163,91,low
1164,52,v-high
1165,76,v-high
1166,27,low
1167,56,v-high
1168,18,med
1169,43,low
1170,71,low
1171,65,high
1172,71,low
1173,17,high
1174,89,high
1175,58,med
1176,16,v-high
1177,18,med
1178,65,high
1179,7,low
1180,64,v-high
1181,38,med
1182,88,v-high
1183,77,high
1184,74,med
1185,6,med
1186,94,med
1187,87,low
1188,9,high
1189,46,med
1190,77,high
1191,8,v-high
1192,25,high
1193,62,med
1194,42,med
1195,86,med
1196,33,high
1197,46,med
1198,77,high
1199,35,low
1200,4,v-high
1201,57,high
1202,8,v-high
1203,55,low
1204,20,v-high
1205,41,high
1206,33,high
1207,16,v-high
1208,26,med
1209,38,med
1210,17,high
1211,0,v-high
1212,37,high
1213,71,low
1214,33,high
1215,5,high
1216,55,low
1217,57,high
1218,7,low
1219,21,high
1220,41,high
1221,10,med
1222,78,med
1223,98,med
1224,17,high
1225,87,low
1226,77,high
1227,82,med
1228,22,med
1229,83,low
1230,47,low
1231,1,high
1232,91,low
1233,51,low
1234,51,low
1235,89,high
1236,23,low
1237,89,high
1238,75,low
1239,22,med
1240,70,med
1241,56,v-high
1242,29,high
1243,8,v-high
1244,83,low
1245,78,med
1246,48,v-high
1247,11,low
1248,33,high
1249,64,v-high
1250,57,high
1251,60,v-high
1252,52,v-high
1253,3,low
1254,58,med
1255,79,low
1256,66,med
1257,73,high
1258,91,low
1259,18,med
1260,79,low
1261,93,high
1262,46,med
1263,47,low
1264,37,high
1265,84,v-high
1266,67,low
1267,80,v-high
1268,86,med
1269,48,v-high
1270,70,med
1271,33,high
1272,87,low
1273,29,high
1274,89,high
1275,64,v-high
1276,26,med
1277,43,low
1278,35,low
1279,24,v-high
1280,49,high
1281,75,low
1282,15,low
1283,22,med
1284,81,high
1285,93,high
1286,43,low
1287,5,high
1288,33,high
1289,24,v-high
1290,94,med
1291,10,med
1292,59,low
1293,76,v-high
1294,93,high
1295,96,v-high
1296,74,med
1297,22,med
1298,56,v-high
1299,97,high
1300,30,med
1301,33,high
1302,68,v-high
1303,40,v-high
1304,1,high
1305,2,med
1306,80,v-high
1307,57,high
1308,12,v-high
1309,23,low
1310,28,v-high
1311,16,v-high
1312,6,med
1313,65,high
1314,79,low
1315,81,high
1316,24,v-high
1317,15,low
1318,97,high
1319,90,med
1320,35,low
1321,40,v-high
1322,22,med
1323,23,low
1324,19,low
1325,2,med
1326,73,high
1327,59,low
1328,68,v-high
1329,6,med
1330,4,v-high
1331,36,v-high
1332,61,high
1333,51,low
1334,71,low
1335,97,high
1336,77,high
1337,94,med
1338,36,v-high
1339,21,high
1340,32,v-high
1341,63,low
1342,5,high
1343,73,high
1344,13,high
1345,69,high
1346,42,med
1347,89,high
1348,61,high
1349,83,low
1350,5,high
1351,50,med
1352,51,low
1353,25,high
1354,67,low
1355,14,med
1356,79,low
1357,55,low
1358,83,low
1359,57,high
1360,15,low
1361,42,med
1362,29,high
1363,54,med
1364,27,low
1365,41,high
1366,24,v-high
1367,15,low
1368,13,high
1369,37,high
1370,23,low
1371,57,high
1372,68,v-high
1373,91,low
1374,68,v-high
1375,26,med
1376,44,v-high
1377,95,low
1378,12,v-high
1379,27,low
1380,47,low
1381,42,med
1382,87,low
1383,16,v-high
1384,24,v-high
1385,0,v-high
1386,84,v-high
1387,31,low
1388,69,high
1389,69,high
1390,36,v-high
1391,29,high
1392,36,v-high
1393,17,high
1394,51,low
1395,19,low
1396,1,high
1397,71,low
1398,22,med
1399,44,v-high
1400,61,high
1401,21,high
1402,28,v-high
1403,86,med
1404,7,low
1405,91,low
1406,83,low
1407,75,low
1408,1,high
1409,57,high
1410,89,high
1411,68,v-high
1412,90,med
1413,83,low
1414,18,med
1415,34,med
1416,4,v-high
1417,44,v-high
1418,58,med
1419,20,v-high
1420,37,high
1421,85,high
1422,8,v-high
1423,69,high
1424,53,high
1425,82,med
1426,96,v-high
1427,16,v-high
1428,84,v-high
1429,8,v-high
1430,93,high
1431,52,v-high
1432,82,med
1433,82,med
1434,70,med
1435,76,v-high
1436,28,v-high
1437,31,low
1438,97,high
1439,40,v-high
1440,77,high
1441,54,med
1442,93,high
1443,54,med
1444,28,v-high
1445,75,low
1446,61,high
1447,60,v-high
1448,3,low
1449,98,med
1450,1,high
1451,53,high
1452,61,high
1453,41,high
1454,66,med
1455,89,high
1456,13,high
1457,76,v-high
1458,76,v-high
1459,2,med
1460,65,high
1461,81,high
1462,34,med
1463,59,low
1464,58,med
1465,95,low
1466,65,high
1467,71,low
1468,8,v-high
1469,30,med
1470,85,high
1471,40,v-high
1472,32,v-high
1473,50,med
1474,22,med
1475,49,high
1476,95,low
1477,20,v-high
1478,97,high
1479,58,med
1480,42,med
1481,75,low
1482,44,v-high
1483,1,high
1484,16,v-high
1485,0,v-high
1486,85,high
1487,97,high
1488,62,med
1489,54,med
1490,64,v-high
1491,60,v-high
1492,77,high
1493,74,med
1494,66,med
1495,38,med
1496,80,v-high
1497,92,v-high
1498,70,med
1499,77,high
1500,10,med
1501,96,v-high
1502,56,v-high
1503,68,v-high
1504,32,v-high
1505,96,v-high
1506,15,low
1507,4,v-high
1508,11,low
1509,98,med
1510,86,med
1511,13,high
1512,39,low
1513,31,low
1514,49,high
1515,80,v-high
1516,59,low
1517,50,med
1518,18,med
1519,97,high
1520,2,med
1521,17,high
1522,19,low
1523,4,v-high
1524,55,low
1525,60,v-high
1526,62,med
1527,36,v-high
1528,9,high
1529,53,high
1530,85,high
1531,45,high
1532,34,med
1533,16,v-high
1534,33,high
1535,70,med
1536,6,med
1537,4,v-high
1538,78,med
1539,1,high
1540,55,low
1541,26,med
1542,93,high
1543,81,high
1544,81,high
1545,19,low
1546,85,high
1547,27,low
1548,47,low
1549,31,low
1550,58,med
1551,30,med
1552,10,med
1553,85,high
1554,54,med
1555,73,high
1556,40,v-high
1557,37,high
1558,62,med
1559,35,low
1560,0,v-high
1561,64,v-high
1562,65,high
1563,65,high
1564,20,v-high
1565,26,med
1566,91,low
1567,79,low
1568,56,v-high
1569,23,low
1570,71,low
1571,72,v-high
1572,74,med
1573,16,v-high
1574,13,high
1575,0,v-high
1576,19,low
1577,86,med
1578,21,high
1579,64,v-high
1580,66,med
1581,45,high
1582,27,low
1583,11,low
1584,39,low
1585,64,v-high
1586,1,high
1587,45,high
1588,1,high
1589,90,med
1590,84,v-high
1591,2,med
1592,74,med
1593,19,low
1594,45,high
1595,90,med
1596,88,v-high
1597,44,v-high
1598,2,med
1599,13,high
1600,26,med
1601,79,low
1602,52,v-high
1603,26,med
1604,14,med
1605,94,med
1606,44,v-high
1607,50,med
1608,50,med
1609,91,low
1610,35,low
1611,18,med
1612,15,low
1613,55,low
1614,85,high
1615,40,v-high
1616,31,low
1617,15,low
1618,25,high
1619,45,high
1620,66,med
1621,0,v-high
1622,1,high
1623,74,med
1624,18,med
1625,32,v-high
1626,89,high
1627,93,high
1628,89,high
1629,47,low
1630,72,v-high
1631,57,high
1632,62,med
1633,64,v-high
1634,26,med
1635,83,low
1636,59,low
1637,63,low
1638,69,high
1639,21,high
1640,40,v-high
1641,59,low
1642,63,low
1643,57,high
1644,61,high
1645,73,high
1646,1,high
1647,53,high
1648,2,med
1649,10,med
1650,31,low
1651,65,high
1652,67,low
1653,28,v-high
1654,5,high
1655,11,low
1656,46,med
1657,65,high
1658,23,low
1659,29,high
1660,52,v-high
1661,15,low
1662,8,v-high
1663,52,v-high
1664,97,high
1665,75,low
1666,69,high
1667,51,low
1668,4,v-high
1669,55,low
1670,91,low
1671,49,high
1672,83,low
1673,8,v-high
1674,37,high
1675,74,med
1676,69,high
1677,51,low
1678,41,high
1679,27,low
1680,15,low
1681,81,high
1682,94,med
1683,4,v-high
1684,52,v-high
1685,98,med
1686,73,high
1687,26,med
1688,45,high
1689,36,v-high
1690,44,v-high
1691,17,high
1692,38,med
1693,63,low
1694,3,low
1695,50,med
1696,54,med
1697,30,med
1698,9,high
1699,11,low
1700,69,high
1701,64,v-high
1702,7,low
1703,2,med
1704,43,low
1705,90,med
1706,92,v-high
1707,58,med
1708,27,low
1709,96,v-high
1710,62,med
1711,13,high
1712,46,med
1713,32,v-high
1714,31,low
1715,44,v-high
1716,39,low
1717,3,low
1718,1,high
1719,43,low
1720,10,med
1721,31,low
1722,41,high
1723,25,high
1724,79,low
1725,31,low
1726,59,low
1727,29,high
1728,19,low
1729,16,v-high
1730,84,v-high
1731,98,med
1732,72,v-high
1733,61,high
1734,62,med
1735,16,v-high
1736,89,high
1737,71,low
1738,19,low
1739,19,low
1740,34,med
1741,7,low
1742,11,low
1743,7,low
1744,24,v-high
1745,51,low
1746,17,high
1747,95,low
1748,6,med
1749,0,v-high
1750,92,v-high
1751,70,med
1752,86,med
1753,91,low
1754,38,med
1755,46,med
1756,92,v-high
1757,47,low
1758,35,low
1759,60,v-high
1760,1,high
1761,28,v-high
1762,27,low
1763,32,v-high
1764,8,v-high
1765,54,med
1766,62,med
1767,16,v-high
1768,50,med
1769,76,v-high
1770,14,med
1771,37,high
1772,85,high
1773,17,high
1774,15,low
1775,68,v-high
1776,76,v-high
1777,26,med
1778,55,low
1779,24,v-high
1780,72,v-high
1781,92,v-high
1782,87,low
1783,21,high
1784,67,low
1785,4,v-high
1786,62,med
1787,52,v-high
1788,1,high
1789,68,v-high
1790,58,med
1791,6,med
1792,98,med
1793,25,high
1794,17,high
1795,54,med
1796,35,low
1797,37,high
1798,34,med
1799,59,low
1800,60,v-high
1801,12,v-high
1802,40,v-high
1803,32,v-high
1804,0,v-high
1805,42,med
1806,79,low
1807,45,high
1808,33,high
1809,33,high
1810,20,v-high
1811,39,low
1812,8,v-high
1813,66,med
1814,98,med
1815,65,high
1816,33,high
1817,53,high
1818,42,med
1819,69,high
1820,68,v-high
1821,34,med
1822,72,v-high
1823,31,low
1824,25,high
1825,42,med
1826,37,high
1827,23,low
1828,14,med
1829,77,high
1830,62,med
1831,11,low
1832,70,med
1833,34,med
1834,32,v-high
1835,33,high
1836,9,high
1837,57,high
1838,5,high
1839,13,high
1840,7,low
1841,52,v-high
1842,15,low
1843,71,low
1844,81,high
1845,84,v-high
1846,17,high
1847,25,high
1848,98,med
1849,26,med
1850,45,high
1851,28,v-high
1852,97,high
1853,84,v-high
1854,1,high
1855,41,high
1856,49,high
1857,94,med
1858,7,low
1859,18,med
1860,34,med
1861,37,high
1862,98,med
1863,76,v-high
1864,41,high
1865,90,med
1866,9,high
1867,13,high
1868,0,v-high
1869,71,low
1870,95,low
1871,68,v-high
1872,73,high
1873,67,low
1874,57,high
1875,76,v-high
1876,54,med
1877,41,high
1878,87,low
1879,88,v-high
1880,34,med
1881,26,med
1882,73,high
1883,81,high
1884,84,v-high
1885,55,low
1886,44,v-high
1887,33,high
1888,6,med
1889,6,med
1890,22,med
1891,75,low
1892,96,v-high
1893,37,high
1894,0,v-high
1895,11,low
1896,11,low
1897,26,med
1898,82,med
1899,5,high
1900,32,v-high
1901,25,high
1902,84,v-high
1903,97,high
1904,82,med
1905,34,med
1906,67,low
1907,28,v-high
1908,58,med
1909,92,v-high
1910,98,med
1911,66,med
1912,39,low
1913,15,low
1914,20,v-high
1915,29,high
1916,36,v-high
1917,86,med
1918,67,low
1919,44,v-high
1920,30,med
1921,68,v-high
1922,95,low
1923,84,v-high
1924,13,high
1925,85,high
1926,8,v-high
1927,58,med
1928,35,low
1929,40,v-high
1930,35,low
1931,36,v-high
1932,49,high
1933,71,low
1934,7,low
1935,27,low
1936,29,high
1937,87,low
1938,42,med
1939,36,v-high
1940,69,high
1941,56,v-high
1942,78,med
1943,39,low
1944,3,low
1945,95,low
1946,24,v-high
1947,37,high
1948,72,v-high
1949,12,v-high
1950,49,high
1951,80,v-high
1952,51,low
1953,17,high
1954,22,med
1955,90,med
1956,96,v-high
1957,96,v-high
1958,62,med
1959,38,med
1960,27,low
1961,60,v-high
1962,48,v-high
1963,43,low
1964,39,low
1965,34,med
1966,44,v-high
1967,19,low
1968,11,low
1969,40,v-high
1970,6,med
1971,20,v-high
1972,53,high
1973,70,med
1974,32,v-high
1975,70,med
1976,39,low
1977,20,v-high
1978,68,v-high
1979,89,high
1980,13,high
1981,24,v-high
1982,33,high
1983,70,med
1984,70,med
1985,53,high
1986,39,low
1987,8,v-high
1988,10,med
1989,61,high
1990,52,v-high
1991,45,high
1992,67,low
1993,65,high
1994,95,low
1995,55,low
